sentence,label
wala pong kailanga iimprove hahaha,0
masyadong strikro mataas expectation student nakakatakot sumagot pressure haha,0
teaching skills interesting,0
dont like accounting recitation po kinakabahan might able answer even used abm didnt bring anything im really interested regret 2 years life abm naman po talaga yun sana po magturo rin po kayo live yunng tipong pag mag meet po po recitation kaagad hehe kasi po makasunod like rin po magaling naman po kayo magturo medyo strictkan lang po slight okay naman po kayo,0
listening students concerns,0
love madam au utilize asynchronous class make us watch learning materials synchronous session us,0
examples,0
mahirap lang lagging recitation kada meeting kasi samin mas natututo pag nakikignig nalang kasi mas pressure makakasagot ba e imbis makinig nalang mapayapa lesson e mas kinakabahan ibang students,0
medjo magbigay upload video nauubusan po time ibang subject lang naman,0
abm student po noong g11 g12 lang pong ibigay nya po yung tamang sagot activity po like yung journal balancing alam po ganon yung score hahaha yung feeling alam mo naman po yung sagot mababa yung score naden po maintindihan yung pag kakamali susunod po maitama,0
engaging presentation,0
lot think could simplify every lesson making easier us absorb learning,0
present class,0
give considerations,0
teaching skills,0
recitations held synchronous asynchronous schedule students failed attend class,0
kalagitnaan midterm nawala nalang bigla,0
explain lesson well clearly,0
shame havent lot meeting due reasons,0
nagtuturo nagtuturo saglitan tinatapos oras mahina boses messenger lang nagka klase,0
please give time explaining lesson give complex examples,0
kaso hirap makinig sakanya messenger nag klase hirap kada papasok student e naka bukas mic every papasok napapatigil sya pag sasalita sasabihin nya mic lumipat naman gmeet kaso di sya nag turo 2 meeting gmeet,0
punctual considerate treat us college student like elementary needed taught step step,0
masipag,1
responsible teaching,0
need present class hours,0
sana po lawakan nyo po innyong pagtuturo po po naaalala inututuro nakakalito po magturo rin po kayo anong nakatakdang schedule po klase sabado linggo po pahinga salamat po,0
