label,sentence
1,"nothing, he done it perfectly."
1,no more improvement because he has the quality of being a good teacher
0,the expectations for his/her students' work
0,he is lazy.
0,"inhumane, inconsiderate, walang puso!"
0,"still professional, but there are unfathomable moodswings we are not prepared for."
0,"the lesson is more of interactive english subject which was taught when we were in 1st year, the technical writing subject is a little bit set aside"
0,"as a teacher your job is to do your job which is to teach and to instruct you students, but how can we do it if we're not being present in our class schedule."
0,giving enough time for our activities.
0,he should always put his shoe to the students. or maybe atleast asked them what's the problem
0,"he recorded the some lessons , knowing some students do not have an upgraded phone and laptop."
0,"sana mabago yung pagbibigay ng assessment na hindi naman connected sa lesson, gaya nung nangyari sa prelim."
0,"i hope next time, he will follow the schedule, not always in special session, our rest day become our session to him. also, the exams are too hard to answer even you studied the entire lesson."
